Campus,Student_ID,Rank,Maths_GPA,Physics_GPA,Chem_GPA,PUC_GPA,Gender
Nuzvid,N230297,903,7.5,7.3,7.05,7.63,M
Nuzvid,N230295,904,7.0,7.4,6.9,7.63,M
Nuzvid,N230166,905,6.0,7.8,7.2,7.63,F
Nuzvid,N230937,906,7.25,7.6,7.05,7.62,M
Nuzvid,N230149,907,7.0,7.2,7.2,7.62,M
Nuzvid,N230564,908,6.75,7.8,6.8,7.61,F
Nuzvid,N230415,909,6.25,7.95,7.2,7.61,M
Nuzvid,N230455,910,6.5,7.75,7.2,7.6,M
Nuzvid,N230980,911,5.25,7.4,7.15,7.59,F
Nuzvid,N230128,912,6.25,7.85,6.85,7.58,M
Nuzvid,N230543,913,7.0,7.55,7.35,7.57,M
Nuzvid,N231017,914,6.5,7.6,7.05,7.56,M
Nuzvid,N230505,915,6.0,7.35,7.3,7.56,M
Nuzvid,N230363,916,7.5,7.35,6.9,7.55,M
Nuzvid,N230934,917,7.0,7.2,7.2,7.55,F
Nuzvid,N230946,918,5.25,7.8,7.1,7.54,M
Nuzvid,N230073,919,6.0,7.9,6.35,7.53,F
Nuzvid,N230293,920,5.75,7.35,6.6,7.52,F
Nuzvid,N230952,921,5.75,7.0,6.95,7.52,F
Nuzvid,N231029,922,7.25,7.95,6.65,7.51,M
Nuzvid,N230975,923,6.0,8.0,7.05,7.51,M
Nuzvid,N230981,924,6.0,7.8,7.0,7.51,M
Nuzvid,N220982,925,5.0,7.0,7.6,7.51,F
Nuzvid,N230368,926,5.5,7.6,7.0,7.5,F
Nuzvid,N230321,927,5.25,7.8,6.8,7.5,F
Nuzvid,N230559,928,6.25,7.6,7.2,7.48,M
Nuzvid,N230524,929,5.0,7.4,7.0,7.48,F
Nuzvid,N230984,930,6.25,7.95,7.8,7.47,F
Nuzvid,N230223,931,5.5,6.95,6.55,7.47,F
Nuzvid,N230677,932,6.0,7.4,7.0,7.46,F
Nuzvid,N230933,933,5.75,6.95,7.4,7.46,F
Nuzvid,N230254,934,5.5,6.95,7.35,7.46,F
Nuzvid,N230796,935,6.25,7.6,7.3,7.45,M
Nuzvid,N230041,936,7.25,7.8,6.6,7.44,M
Nuzvid,N231077,937,6.25,7.0,6.75,7.44,F
Nuzvid,N230204,938,6.0,6.8,7.0,7.44,F
Nuzvid,N230126,939,7.0,7.0,7.25,7.41,M
Nuzvid,N230911,940,6.75,7.6,6.3,7.41,M
Nuzvid,N230247,941,6.0,7.4,6.6,7.41,F
Nuzvid,N231039,942,5.75,7.35,6.4,7.41,F
Nuzvid,N230676,943,5.5,6.95,6.6,7.4,F
Nuzvid,N230894,944,6.0,7.45,7.15,7.39,M
Nuzvid,N230397,945,6.0,7.65,7.25,7.38,M
Nuzvid,N230158,946,5.5,7.6,7.0,7.36,F
Nuzvid,N230006,947,6.25,7.4,7.1,7.34,M
Nuzvid,N231107,948,5.75,7.35,6.4,7.34,M
Nuzvid,N230780,949,5.5,6.95,6.5,7.34,F
Nuzvid,N231062,950,5.75,6.85,6.35,7.33,F
Nuzvid,N230067,951,5.25,7.6,6.8,7.33,F
Nuzvid,N230909,952,5.25,7.2,6.6,7.33,M
Nuzvid,N230029,953,7.0,6.75,6.4,7.32,M
Nuzvid,N230891,954,5.75,7.15,6.6,7.32,F
Nuzvid,N230833,955,5.75,6.7,7.2,7.31,F
Nuzvid,N230991,956,6.5,6.9,7.35,7.3,F
Nuzvid,N230438,957,6.25,7.25,7.2,7.3,M
Nuzvid,N231074,958,5.75,7.15,7.15,7.29,M
Nuzvid,N230069,959,5.25,6.95,6.8,7.29,F
Nuzvid,N230651,960,6.5,7.0,6.6,7.26,F
Nuzvid,N230392,961,5.25,6.35,6.55,7.26,F
Nuzvid,N230215,962,6.5,7.15,6.45,7.25,M
Nuzvid,N230749,963,6.5,7.0,6.8,7.25,F
Nuzvid,N230576,964,6.25,7.35,7.2,7.24,M
Nuzvid,N230786,965,6.25,6.6,7.2,7.24,F
Nuzvid,N230997,966,5.75,7.1,6.55,7.24,F
Nuzvid,N231102,967,5.25,6.95,6.35,7.23,F
Nuzvid,N210359,968,6.0,7.33,6.57,7.22,F
Nuzvid,N231092,969,6.5,6.55,6.35,7.21,F
Nuzvid,N231034,970,5.75,7.95,6.85,7.21,M
Nuzvid,N230617,971,6.25,7.6,6.6,7.2,F
Nuzvid,N231095,972,6.25,7.3,6.7,7.19,F
Nuzvid,N230518,973,5.25,6.8,6.6,7.19,F
Nuzvid,N230140,974,6.25,6.95,6.5,7.18,M
Nuzvid,N230125,975,5.75,7.45,6.75,7.18,M
Nuzvid,N230613,976,5.75,6.35,6.4,7.17,F
Nuzvid,N230082,977,6.5,7.35,6.2,7.16,M
Nuzvid,N230132,978,6.0,7.1,6.7,7.15,M
Nuzvid,N230299,979,5.5,7.0,7.0,7.14,F
Nuzvid,N230774,980,5.75,6.55,7.0,7.13,F
Nuzvid,N231106,981,5.5,6.5,6.7,7.13,F
Nuzvid,N230422,982,5.25,7.35,7.4,7.13,M
Nuzvid,N230026,983,5.75,7.05,6.15,7.12,F
Nuzvid,N221141,984,5.75,6.2,6.6,7.1,F
Nuzvid,N230273,985,5.25,7.0,6.35,7.1,F
Nuzvid,N230550,986,6.25,6.3,6.8,7.09,M
Nuzvid,N230904,987,7.0,6.9,6.05,7.08,M
Nuzvid,N230866,988,6.25,7.1,6.45,7.06,M
Nuzvid,N230969,989,5.75,7.15,6.55,7.05,M
Nuzvid,N230399,990,5.5,6.75,6.4,7.05,M
Nuzvid,N230701,991,6.25,6.7,7.1,7.03,M
Nuzvid,N230899,992,6.0,7.1,6.4,7.03,M
Nuzvid,N220249,993,5.75,7.1,6.6,7.02,M
Nuzvid,N231069,994,6.75,7.1,6.35,7.0,M
Nuzvid,N220071,995,5.75,7.0,6.95,7.0,F
Nuzvid,N230362,996,5.5,7.0,5.9,7.0,F
Nuzvid,N210991,997,5.25,7.14,6.48,6.98,F
Nuzvid,N231005,998,5.25,6.55,6.95,6.98,F
Nuzvid,N230327,999,5.75,6.2,6.6,6.97,F
Nuzvid,N220088,1000,5.25,6.8,6.0,6.96,F
Nuzvid,N230601,1001,5.5,6.7,6.8,6.93,M
Nuzvid,N230475,1002,5.25,7.05,6.8,6.93,M
Nuzvid,N220992,1003,5.0,7.1,6.6,6.93,F
Nuzvid,N231022,1004,5.0,6.8,6.8,6.91,M
Nuzvid,N230880,1005,5.0,6.05,7.2,6.91,F
Nuzvid,N231007,1006,5.75,6.95,6.7,6.9,M
Nuzvid,N230106,1007,5.5,6.8,6.2,6.89,F
Nuzvid,N230800,1008,5.25,7.4,6.6,6.89,M
Nuzvid,N230329,1009,6.0,6.9,6.5,6.88,M
Nuzvid,N230315,1010,5.5,6.5,6.3,6.87,F
Nuzvid,N230714,1011,5.5,6.9,6.05,6.85,M
Nuzvid,N230886,1012,5.0,6.25,6.8,6.82,F
Nuzvid,N230945,1013,5.5,6.5,6.15,6.8,F
Nuzvid,N230836,1014,5.25,6.85,6.2,6.79,F
Nuzvid,N220752,1015,5.0,6.4,6.5,6.78,F
Nuzvid,N230021,1016,5.75,6.6,5.95,6.77,M
Nuzvid,N230620,1017,6.5,6.45,6.6,6.76,M
Nuzvid,N230779,1018,6.25,5.85,6.2,6.75,F
Nuzvid,N230037,1019,6.75,6.35,6.3,6.74,M
Nuzvid,N230507,1020,5.25,6.55,6.1,6.74,F
Nuzvid,N230842,1021,5.5,6.5,7.0,6.73,M
Nuzvid,N220372,1022,5.0,6.0,6.6,6.72,F
Nuzvid,N230697,1023,5.75,6.75,6.85,6.71,M
Nuzvid,N230588,1024,5.5,6.9,6.0,6.71,M
Nuzvid,N230985,1025,5.5,6.55,6.75,6.7,F
Nuzvid,N230860,1026,5.25,6.25,6.55,6.7,M
Nuzvid,N230627,1027,6.25,6.15,6.5,6.69,M
Nuzvid,N210985,1028,5.5,6.14,6.57,6.69,F
Nuzvid,N230972,1029,5.75,6.5,6.2,6.68,F
Nuzvid,N230719,1030,5.75,6.05,6.45,6.68,M
Nuzvid,N220612,1031,5.25,6.0,6.55,6.68,F
Nuzvid,N230814,1032,6.0,6.85,6.6,6.66,M
Nuzvid,N230538,1033,5.25,6.55,6.55,6.64,M
Nuzvid,N230707,1034,5.25,6.2,6.0,6.64,F
Nuzvid,N230900,1035,5.0,6.25,6.2,6.64,F
Nuzvid,N230134,1036,5.5,6.1,6.15,6.59,M
Nuzvid,N230987,1037,5.5,7.0,6.35,6.56,F
Nuzvid,N230381,1038,5.25,7.0,6.1,6.56,F
Nuzvid,N230722,1039,5.5,6.85,6.4,6.55,M
Nuzvid,N211103,1040,5.5,6.52,6.24,6.52,F
Nuzvid,N230944,1041,5.5,6.3,5.95,6.51,F
Nuzvid,N230710,1042,5.25,6.55,6.55,6.5,M
Nuzvid,N230374,1043,5.5,5.85,6.5,6.44,M
Nuzvid,N230817,1044,5.25,6.65,6.2,6.41,M
Nuzvid,N211096,1045,5.0,6.14,6.76,6.4,F
Nuzvid,N230932,1046,5.0,6.5,6.5,6.37,F
Nuzvid,N230968,1047,5.25,6.55,6.0,6.35,F
Nuzvid,N220140,1048,5.0,6.35,6.0,6.35,M
Nuzvid,N221134,1049,5.0,6.2,6.55,6.34,M
Nuzvid,N230597,1050,5.75,6.35,6.0,6.31,M
Nuzvid,N210987,1051,5.5,5.95,6.14,6.25,M
Nuzvid,N211074,1052,5.0,7.14,6.14,6.21,M
Nuzvid,N230603,1053,5.0,6.5,6.2,6.21,M
Nuzvid,N230556,1054,5.25,5.85,6.4,6.16,M
Nuzvid,N211082,1055,5.0,6.05,6.38,6.14,M
Nuzvid,N230539,1056,5.25,6.25,6.05,6.03,M
RK_Valley,R230920,1,10.0,8.0,8.0,10.0,F
RK_Valley,R230390,2,10.0,8.0,8.0,10.0,F
RK_Valley,R230420,3,10.0,8.0,8.0,10.0,F
RK_Valley,R230470,4,10.0,8.0,8.0,9.99,M
RK_Valley,R230586,5,10.0,8.0,8.0,9.98,F
RK_Valley,R230368,6,10.0,8.0,8.0,9.96,F
RK_Valley,R230415,7,10.0,8.0,7.8,9.96,F
RK_Valley,R230734,9,10.0,8.0,8.0,9.94,F
RK_Valley,R230886,10,10.0,8.0,8.0,9.94,F
RK_Valley,R230018,11,10.0,8.0,8.0,9.94,M
RK_Valley,R230072,12,10.0,8.0,8.0,9.93,F
RK_Valley,R230857,13,10.0,7.8,7.8,9.92,F
RK_Valley,R230359,14,10.0,7.8,8.0,9.91,F
RK_Valley,R230158,15,10.0,8.0,8.0,9.9,F
RK_Valley,R230502,16,10.0,8.0,7.8,9.9,M
RK_Valley,R230258,17,10.0,8.0,8.0,9.88,F
RK_Valley,R230475,18,10.0,7.8,8.0,9.88,F
RK_Valley,R230536,19,10.0,7.8,7.8,9.88,F
RK_Valley,R230016,20,9.75,8.0,8.0,9.88,M
RK_Valley,R230013,21,10.0,8.0,7.8,9.87,F
RK_Valley,R230160,22,10.0,7.6,7.8,9.87,M
RK_Valley,R230866,23,9.75,8.0,7.8,9.87,F
RK_Valley,R230240,24,9.75,7.8,7.8,9.87,F
RK_Valley,R230385,25,9.75,8.0,8.0,9.86,M
RK_Valley,R230640,26,9.5,8.0,7.8,9.86,F
RK_Valley,R230366,27,10.0,8.0,7.8,9.85,M
RK_Valley,R230163,29,9.75,8.0,7.8,9.85,F
RK_Valley,R230083,30,9.75,8.0,7.8,9.85,M
RK_Valley,R230316,31,9.75,7.8,7.8,9.85,F
RK_Valley,R230508,32,10.0,7.8,7.8,9.84,F
RK_Valley,R230192,34,9.75,8.0,7.8,9.83,F
RK_Valley,R230905,35,9.75,7.8,7.8,9.83,F
RK_Valley,R230908,36,10.0,7.8,7.8,9.82,F
RK_Valley,R230761,37,10.0,7.8,7.6,9.81,M
RK_Valley,R230781,38,9.75,8.0,7.8,9.81,F
RK_Valley,R230165,39,10.0,8.0,7.4,9.8,M
RK_Valley,R230144,40,10.0,7.8,7.6,9.8,F
RK_Valley,R230766,42,9.75,8.0,7.8,9.8,F
RK_Valley,R230686,43,9.75,7.8,7.8,9.8,F
RK_Valley,R230042,44,9.75,7.8,7.8,9.8,F
RK_Valley,R230098,45,10.0,8.0,7.6,9.79,M
RK_Valley,R230115,46,9.75,7.8,7.8,9.79,M
RK_Valley,R230237,48,9.5,7.8,7.8,9.78,F
RK_Valley,R230056,50,10.0,7.4,7.6,9.77,M
RK_Valley,R230314,51,9.5,7.8,7.8,9.77,F
RK_Valley,R230740,52,10.0,7.6,7.6,9.76,F
RK_Valley,R230051,53,9.5,8.0,7.8,9.76,F
RK_Valley,R230484,54,10.0,8.0,7.4,9.75,M
RK_Valley,R230477,55,9.75,8.0,7.6,9.75,F
RK_Valley,R230230,56,9.75,7.6,7.8,9.75,M
RK_Valley,R230284,57,9.75,7.6,7.8,9.75,F
RK_Valley,R230411,58,9.5,8.0,7.8,9.75,F
RK_Valley,R230189,59,10.0,7.4,7.6,9.74,F
RK_Valley,R230036,61,10.0,7.8,7.4,9.73,M
RK_Valley,R230021,62,9.75,7.8,7.6,9.73,M
RK_Valley,R230622,63,9.75,7.6,7.8,9.73,F
RK_Valley,R230293,64,9.75,7.6,7.8,9.73,F
RK_Valley,R230514,65,9.75,7.4,7.6,9.73,F
RK_Valley,R230742,67,10.0,7.8,7.8,9.72,F
RK_Valley,R230717,68,9.75,8.0,7.8,9.72,F
RK_Valley,R230178,69,9.75,7.6,7.6,9.72,F
RK_Valley,R230810,70,9.5,7.8,7.6,9.71,M
RK_Valley,R230627,71,10.0,7.8,7.6,9.7,M
RK_Valley,R230057,72,10.0,7.8,7.6,9.7,F
RK_Valley,R230313,73,10.0,7.4,7.8,9.7,F
RK_Valley,R230432,74,9.75,7.8,7.8,9.7,F
RK_Valley,R230010,75,9.75,7.8,7.6,9.7,M
RK_Valley,R230310,79,10.0,7.8,7.8,9.69,M
RK_Valley,R230059,80,9.75,7.8,7.8,9.69,M
RK_Valley,R230859,81,9.75,7.8,7.6,9.69,M
RK_Valley,R230444,82,9.75,7.8,7.6,9.69,M
RK_Valley,R230696,83,9.5,7.8,7.8,9.69,F
RK_Valley,R230591,84,9.75,7.6,7.6,9.68,F
RK_Valley,R230643,85,10.0,7.8,7.4,9.67,M
RK_Valley,R230393,86,9.5,7.8,7.8,9.67,M
RK_Valley,R230150,87,9.5,7.8,7.6,9.67,M
RK_Valley,R230033,88,9.25,7.6,8.0,9.67,F
RK_Valley,R211006,89,9.0,7.8,7.8,9.67,F
RK_Valley,R230121,91,9.75,8.0,7.6,9.66,M
RK_Valley,R230724,92,9.75,7.8,7.8,9.65,M
RK_Valley,R230788,93,9.5,7.6,7.6,9.65,F
RK_Valley,R220072,94,9.5,7.4,7.8,9.65,F
RK_Valley,R230834,95,9.75,8.0,7.6,9.64,M
RK_Valley,R230344,97,9.25,7.8,7.6,9.64,F
RK_Valley,R230923,98,9.25,7.8,7.6,9.64,M
RK_Valley,R230769,99,9.0,7.8,7.8,9.64,F
RK_Valley,R230279,100,10.0,8.0,7.0,9.63,F
RK_Valley,R230890,102,9.75,7.8,7.2,9.63,F
RK_Valley,R230007,103,9.75,7.4,7.8,9.63,F
RK_Valley,R230461,104,9.75,7.4,7.6,9.63,F
RK_Valley,R230354,105,9.5,7.8,7.4,9.63,M
RK_Valley,R230022,106,9.5,7.8,7.4,9.62,F
RK_Valley,R230289,107,9.5,7.6,7.2,9.62,M
RK_Valley,R230528,108,9.5,7.4,7.8,9.62,F
RK_Valley,R230689,109,9.75,7.6,7.4,9.61,F
RK_Valley,R230169,110,9.5,7.6,7.8,9.61,F
RK_Valley,R230358,111,9.75,7.4,7.8,9.6,M
RK_Valley,R230821,112,9.5,7.6,7.8,9.6,F
RK_Valley,R230336,114,9.75,7.6,7.8,9.59,F
RK_Valley,R230015,115,9.75,7.6,7.4,9.59,M
RK_Valley,R230449,117,9.25,7.6,7.6,9.59,F
RK_Valley,R230213,118,9.75,8.0,7.2,9.58,M
RK_Valley,R230226,119,9.75,7.6,7.2,9.58,F
RK_Valley,R230637,120,9.5,7.8,7.4,9.58,F
RK_Valley,R230321,121,9.5,7.6,7.4,9.58,F
RK_Valley,R230790,122,9.5,7.4,7.2,9.58,F
RK_Valley,R230518,123,9.5,7.2,7.6,9.58,F
RK_Valley,R230381,124,9.25,7.8,7.6,9.58,F
RK_Valley,R230012,125,9.0,7.8,7.6,9.58,F
RK_Valley,R230454,126,9.0,7.6,7.8,9.58,F
RK_Valley,R230588,128,9.75,7.4,7.4,9.57,F
RK_Valley,R230505,129,9.5,7.8,7.2,9.57,F
RK_Valley,R230900,130,9.25,7.6,7.4,9.57,F
RK_Valley,R230307,131,9.0,7.8,7.4,9.57,F
RK_Valley,R230589,132,9.75,7.8,7.2,9.56,M
RK_Valley,R230081,133,9.5,7.6,7.6,9.56,F
RK_Valley,R230601,134,9.25,7.6,7.4,9.56,F
RK_Valley,R230878,135,9.0,7.8,7.8,9.56,M
RK_Valley,R230308,137,10.0,7.4,7.6,9.55,F
RK_Valley,R230698,138,9.5,7.6,7.4,9.55,M
RK_Valley,R230599,140,9.25,7.8,7.6,9.55,F
RK_Valley,R230261,141,9.25,7.0,7.8,9.55,M
RK_Valley,R230456,142,9.75,7.6,7.4,9.54,M
RK_Valley,R230084,143,9.75,7.6,7.4,9.54,M
RK_Valley,R230472,144,9.75,7.4,7.6,9.54,F
RK_Valley,R230424,145,9.75,7.4,7.6,9.54,F
RK_Valley,R230242,146,9.75,7.2,7.4,9.54,F
RK_Valley,R230819,147,9.5,7.6,7.4,9.54,F
RK_Valley,R230339,149,9.5,7.8,7.2,9.53,F
RK_Valley,R230959,150,9.25,7.6,7.6,9.53,M
RK_Valley,R230207,151,9.0,7.8,7.6,9.53,F
RK_Valley,R230402,152,9.0,7.6,7.6,9.53,M
RK_Valley,R230846,153,9.5,7.2,7.4,9.52,M
RK_Valley,R230186,154,9.25,7.8,7.2,9.52,F
RK_Valley,R230273,155,9.25,7.6,7.4,9.52,F
RK_Valley,R230091,156,9.0,7.6,7.6,9.52,F
RK_Valley,R230146,157,9.75,7.6,7.4,9.51,M
RK_Valley,R230503,158,9.5,7.6,7.0,9.51,F
RK_Valley,R230626,159,9.5,7.2,7.8,9.51,F
RK_Valley,R230413,160,9.25,7.6,7.4,9.51,F
RK_Valley,R230618,161,9.25,7.4,7.4,9.51,F
RK_Valley,R230260,162,9.75,7.6,7.0,9.5,M
RK_Valley,R230773,163,9.5,7.6,6.6,9.5,F
RK_Valley,R230494,164,9.25,7.6,7.4,9.5,F
RK_Valley,R230378,165,9.25,7.4,7.4,9.5,M
RK_Valley,R230520,166,9.25,7.2,7.2,9.49,F
RK_Valley,R230912,169,9.5,7.4,7.2,9.48,F
RK_Valley,R230835,170,8.75,7.6,7.8,9.48,F
RK_Valley,R230201,172,9.25,7.4,7.6,9.47,F
RK_Valley,R230044,173,9.25,7.4,7.4,9.47,F
RK_Valley,R230776,174,9.25,7.4,7.4,9.47,M
RK_Valley,R230076,175,9.0,7.6,7.6,9.47,F
RK_Valley,R230678,176,10.0,7.2,7.0,9.46,F
RK_Valley,R230700,178,9.5,7.8,7.2,9.46,F
RK_Valley,R230029,179,9.5,7.2,7.4,9.46,F
RK_Valley,R230814,180,9.25,7.6,7.4,9.46,F
RK_Valley,R230020,181,9.25,7.0,7.6,9.46,M
RK_Valley,R230399,182,9.0,7.8,7.2,9.46,M
RK_Valley,R230406,183,9.0,7.8,7.0,9.46,M
RK_Valley,R230936,184,9.0,7.4,7.4,9.46,M
RK_Valley,R230606,186,9.75,7.4,7.0,9.45,F
RK_Valley,R230726,187,9.5,7.6,7.2,9.45,M
RK_Valley,R230064,188,9.5,7.4,7.6,9.45,F
RK_Valley,R230541,189,9.25,7.4,7.0,9.45,F
RK_Valley,R230136,191,9.5,7.4,7.4,9.44,F
RK_Valley,R230485,192,9.5,7.4,7.0,9.44,F
RK_Valley,R230111,193,9.25,7.6,7.4,9.44,M
RK_Valley,R230442,194,9.0,7.4,7.2,9.44,F
RK_Valley,R230156,195,9.0,7.2,7.6,9.44,F
RK_Valley,R230711,196,9.75,7.2,7.2,9.43,F
RK_Valley,R230320,197,9.5,7.8,7.6,9.43,F
RK_Valley,R230459,198,9.5,7.2,7.2,9.43,M
RK_Valley,R230100,199,9.25,7.4,7.6,9.43,M
RK_Valley,R230831,200,9.0,7.6,7.8,9.43,F
RK_Valley,R230949,202,9.25,7.4,7.6,9.42,F
RK_Valley,R230579,203,9.25,7.4,7.0,9.42,F
RK_Valley,R230416,204,9.25,7.0,7.0,9.42,F
RK_Valley,R230847,205,9.0,7.6,7.6,9.42,F
RK_Valley,R230455,206,8.75,7.8,7.4,9.42,M
RK_Valley,R230238,207,9.75,7.2,7.4,9.41,F
RK_Valley,R230046,209,9.5,7.4,7.2,9.41,M
RK_Valley,R230659,211,9.0,7.6,7.6,9.41,M
RK_Valley,R230249,212,9.0,7.6,7.2,9.41,F
RK_Valley,R230892,213,9.5,7.6,7.0,9.4,M
RK_Valley,R230094,214,9.5,7.4,6.8,9.4,F
RK_Valley,R230799,215,9.25,7.4,7.6,9.4,F
RK_Valley,R230063,216,9.5,7.6,7.0,9.39,F
RK_Valley,R230896,217,9.5,7.4,7.0,9.39,M
RK_Valley,R230119,218,9.25,7.4,7.6,9.39,M
RK_Valley,R230435,219,9.25,7.4,7.4,9.39,F
RK_Valley,R230706,220,9.0,7.8,7.4,9.39,M
RK_Valley,R230613,221,9.0,7.6,7.6,9.39,F
RK_Valley,R230621,223,9.75,7.4,7.2,9.38,M
RK_Valley,R230910,224,9.25,7.0,7.4,9.38,F
RK_Valley,R230179,225,8.75,7.6,7.0,9.38,F
RK_Valley,R230479,226,9.75,7.4,7.0,9.37,F
RK_Valley,R230215,227,9.75,7.0,6.6,9.37,F
RK_Valley,R230608,228,9.5,7.2,7.0,9.37,M
RK_Valley,R230719,229,9.5,7.8,7.4,9.36,M
RK_Valley,R230259,230,9.5,7.6,6.6,9.36,M
RK_Valley,R230085,231,9.25,7.4,7.2,9.36,F
RK_Valley,R230214,232,9.5,7.6,7.2,9.35,M
RK_Valley,R230625,233,9.5,7.6,6.8,9.35,M
RK_Valley,R230190,235,8.75,7.4,7.4,9.35,F
RK_Valley,R230516,236,9.25,7.0,7.6,9.34,F
RK_Valley,R230206,237,8.75,7.4,7.2,9.34,F
RK_Valley,R230785,240,9.25,7.6,7.2,9.33,F
RK_Valley,R230825,241,9.25,7.2,7.4,9.33,F
RK_Valley,R230587,242,8.75,7.2,7.4,9.33,M
RK_Valley,R230490,243,8.5,7.6,7.4,9.33,M
RK_Valley,R230017,244,8.25,8.0,7.6,9.33,M
RK_Valley,R230747,245,9.25,7.2,7.4,9.32,M
RK_Valley,R230297,246,9.25,7.2,7.0,9.32,F
RK_Valley,R230922,248,9.5,7.4,6.6,9.31,F
RK_Valley,R230947,249,9.0,7.2,7.4,9.31,F
RK_Valley,R230899,250,8.75,7.4,7.0,9.31,F
RK_Valley,R230173,252,9.75,7.6,7.2,9.3,M
RK_Valley,R230280,253,9.75,7.0,7.4,9.3,F
RK_Valley,R230809,256,9.5,7.4,6.8,9.29,M
RK_Valley,R230820,257,9.5,7.0,7.4,9.29,M
RK_Valley,R230596,258,8.75,7.6,6.8,9.29,F
RK_Valley,R230283,259,8.5,7.6,7.2,9.29,M
RK_Valley,R230058,260,9.0,7.4,7.2,9.28,F
RK_Valley,R230099,261,9.0,7.2,7.6,9.28,F
RK_Valley,R230875,262,8.75,7.4,7.2,9.28,F
RK_Valley,R230292,263,8.5,7.4,7.0,9.28,F
RK_Valley,R230657,264,8.5,7.0,7.6,9.28,F
RK_Valley,R230301,265,9.5,7.0,7.0,9.27,F
RK_Valley,R230526,266,9.25,6.8,7.2,9.27,F
RK_Valley,R230593,267,9.0,7.0,7.2,9.27,F
RK_Valley,R230109,268,9.75,7.4,7.0,9.26,M
RK_Valley,R230713,269,9.5,7.4,7.0,9.26,M
RK_Valley,R230562,270,9.5,7.2,7.2,9.26,M
RK_Valley,R230515,271,9.5,7.2,7.0,9.26,F
RK_Valley,R230127,273,9.0,6.8,7.4,9.26,M
RK_Valley,R230311,274,8.5,7.4,7.6,9.26,F
RK_Valley,R230523,275,9.25,7.2,7.0,9.25,M
RK_Valley,R230233,277,8.75,7.6,6.8,9.25,F
RK_Valley,R230793,278,8.75,7.2,7.0,9.25,M
RK_Valley,R230211,280,8.25,7.2,7.4,9.25,F
RK_Valley,R230113,281,9.5,7.6,6.6,9.24,F
RK_Valley,R230838,282,9.25,7.2,7.2,9.24,F
RK_Valley,R230553,283,9.0,7.4,6.8,9.24,M
RK_Valley,R230950,284,9.0,7.2,7.2,9.24,F
RK_Valley,R230419,285,9.0,7.2,7.2,9.24,F
RK_Valley,R230107,286,8.0,7.4,7.8,9.24,F
RK_Valley,R230604,287,9.25,7.0,7.0,9.23,M
RK_Valley,R230342,288,9.0,7.2,7.2,9.23,F
RK_Valley,R230326,289,8.75,7.6,7.2,9.23,F
RK_Valley,R230924,290,8.5,7.2,7.2,9.23,M
RK_Valley,R230748,291,9.25,7.4,6.8,9.22,F
RK_Valley,R230287,292,9.0,7.4,6.8,9.22,M
RK_Valley,R230731,293,9.0,7.4,6.8,9.22,F
RK_Valley,R230376,294,9.0,7.0,6.8,9.22,F
RK_Valley,R230524,295,8.5,7.0,7.6,9.22,F
RK_Valley,R230380,296,8.5,7.0,7.0,9.22,F
RK_Valley,R230673,297,9.75,6.8,6.8,9.21,M
RK_Valley,R230398,298,9.5,6.8,7.2,9.21,F
RK_Valley,R230802,299,9.25,7.4,6.8,9.21,F
RK_Valley,R230309,300,9.0,7.0,7.2,9.21,F
RK_Valley,R230023,303,9.25,7.4,7.2,9.2,M
RK_Valley,R230482,304,9.25,7.4,6.8,9.2,M
RK_Valley,R230944,305,9.0,7.2,7.2,9.2,F
RK_Valley,R230244,306,8.75,7.4,6.8,9.2,M
RK_Valley,R230229,307,8.75,7.4,6.4,9.2,M
RK_Valley,R230722,308,8.75,7.0,7.2,9.19,M
RK_Valley,R230396,309,8.25,7.4,7.0,9.19,F
RK_Valley,R230702,310,9.25,7.4,7.0,9.18,M
RK_Valley,R230907,311,9.0,7.2,7.0,9.18,F
RK_Valley,R230004,313,8.75,7.2,7.0,9.18,F
RK_Valley,R230519,314,8.75,7.0,7.2,9.18,F
RK_Valley,R230535,316,9.75,7.0,6.4,9.17,M
RK_Valley,R230583,318,9.0,7.2,7.2,9.17,M
RK_Valley,R230154,319,8.75,7.0,7.2,9.17,F
RK_Valley,R230296,321,8.5,7.4,7.0,9.17,F
RK_Valley,R230193,322,8.0,7.6,7.0,9.17,F
RK_Valley,R230534,323,9.25,7.6,6.8,9.16,M
RK_Valley,R230488,324,9.25,7.0,7.4,9.16,M
RK_Valley,R230038,325,9.25,7.0,6.8,9.16,M
RK_Valley,R230369,326,8.75,7.4,7.0,9.16,M
RK_Valley,R230468,327,8.75,7.2,7.0,9.16,F
RK_Valley,R230709,329,8.75,7.0,7.0,9.16,F
RK_Valley,R230554,330,8.75,7.0,7.0,9.16,M
RK_Valley,R230527,331,8.5,7.6,7.0,9.16,F
RK_Valley,R230386,332,8.5,7.4,7.4,9.16,F
RK_Valley,R230525,333,8.5,7.0,7.2,9.16,F
RK_Valley,R230940,334,8.5,7.4,7.0,9.15,F
RK_Valley,R230116,335,8.25,7.4,7.4,9.15,M
RK_Valley,R230547,336,9.25,7.6,7.0,9.14,M
RK_Valley,R230575,337,8.5,7.4,7.0,9.14,F
RK_Valley,R230078,338,8.5,7.4,6.6,9.14,F
RK_Valley,R230870,339,8.0,7.4,7.4,9.14,F
RK_Valley,R230603,340,9.5,7.2,6.6,9.13,M
RK_Valley,R230837,342,8.5,7.2,7.4,9.13,F
